,model,category,language,frame_type,instance,prompt,total_logprob,avg_logprob
4642,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,dagger,Name an example of a weapon: ___,-9.0,-9.0
4643,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,dart,Name an example of a weapon: ___,-10.625,-10.625
4644,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,dynamite,Name an example of a weapon: ___,-12.36328125,-6.181640625
4645,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,flamethrower,Name an example of a weapon: ___,-11.609344482421875,-2.9023361206054688
4646,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,grenade,Name an example of a weapon: ___,-8.4375,-8.4375
4647,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,gun,Name an example of a weapon: ___,-6.6875,-6.6875
4648,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,hammer,Name an example of a weapon: ___,-9.125,-9.125
4649,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,icepick,Name an example of a weapon: ___,-15.1328125,-7.56640625
4650,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,knife,Name an example of a weapon: ___,-6.5,-6.5
4651,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,landmine,Name an example of a weapon: ___,-13.875,-6.9375
4652,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,machete,Name an example of a weapon: ___,-7.4486083984375,-3.72430419921875
4653,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,machine gun,Name an example of a weapon: ___,-9.30078125,-4.650390625
4654,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,missile,Name an example of a weapon: ___,-8.875,-8.875
4655,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,pickax,Name an example of a weapon: ___,-13.59375,-6.796875
4656,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,pitchfork,Name an example of a weapon: ___,-12.69580078125,-6.347900390625
4657,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,pocketknife,Name an example of a weapon: ___,-14.296875,-7.1484375
4658,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,razor blade,Name an example of a weapon: ___,-15.4375,-7.71875
4659,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,revolver,Name an example of a weapon: ___,-7.6875,-7.6875
4660,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,rifle,Name an example of a weapon: ___,-6.5,-6.5
4661,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,scalpel,Name an example of a weapon: ___,-11.3955078125,-5.69775390625
4662,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,scissors,Name an example of a weapon: ___,-10.75,-10.75
4663,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,slingshot,Name an example of a weapon: ___,-12.54345703125,-4.18115234375
4664,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,spear,Name an example of a weapon: ___,-9.1875,-9.1875
4665,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,sword,Name an example of a weapon: ___,-6.75,-6.75
4666,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,tank,Name an example of a weapon: ___,-10.875,-10.875
4667,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,torpedo,Name an example of a weapon: ___,-8.9375,-8.9375
4668,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,trident,Name an example of a weapon: ___,-12.5234375,-6.26171875
4669,meta-llama/Llama-3.1-8B-Instruct,weapon,en,indefinite_prod,whip,Name an example of a weapon: ___,-11.25,-11.25
4670,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,bikini,One example of a women's clothing is ___.,-11.0625,-11.0625
4671,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,blouse,One example of a women's clothing is ___.,-8.5,-8.5
4672,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,boa,One example of a women's clothing is ___.,-15.6875,-15.6875
4673,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,bra,One example of a women's clothing is ___.,-10.375,-10.375
4674,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,corset,One example of a women's clothing is ___.,-11.6328125,-5.81640625
4675,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,dress,One example of a women's clothing is ___.,-7.53125,-7.53125
4676,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,fishnet stockings,One example of a women's clothing is ___.,-14.23828125,-4.74609375
4677,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,garter,One example of a women's clothing is ___.,-14.015625,-7.0078125
4678,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,headscarf,One example of a women's clothing is ___.,-12.962890625,-4.320963541666667
4679,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,kimono,One example of a women's clothing is ___.,-11.527587890625,-5.7637939453125
4680,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,leggings,One example of a women's clothing is ___.,-10.5625,-10.5625
4681,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,lingerie,One example of a women's clothing is ___.,-10.0,-10.0
4682,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,pantsuit,One example of a women's clothing is ___.,-17.03125,-8.515625
4683,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,pantyhose,One example of a women's clothing is ___.,-11.529075622558594,-3.8430252075195312
4684,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,skirt,One example of a women's clothing is ___.,-8.5,-8.5
4685,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,stiletto,One example of a women's clothing is ___.,-14.956390380859375,-4.985463460286458
4686,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,stockings,One example of a women's clothing is ___.,-12.0,-12.0
4687,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,tiara,One example of a women's clothing is ___.,-14.0703125,-7.03515625
4688,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,tube top,One example of a women's clothing is ___.,-13.890625,-6.9453125
4689,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,generic,veil,One example of a women's clothing is ___.,-13.75,-13.75
4690,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,bikini,Name an example of a women's clothing: ___,-8.4375,-8.4375
4691,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,blouse,Name an example of a women's clothing: ___,-5.21875,-5.21875
4692,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,boa,Name an example of a women's clothing: ___,-12.6875,-12.6875
4693,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,bra,Name an example of a women's clothing: ___,-7.5,-7.5
4694,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,corset,Name an example of a women's clothing: ___,-9.400390625,-4.7001953125
4695,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,dress,Name an example of a women's clothing: ___,-5.40625,-5.40625
4696,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,fishnet stockings,Name an example of a women's clothing: ___,-14.109375,-4.703125
4697,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,garter,Name an example of a women's clothing: ___,-12.75,-6.375
4698,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,headscarf,Name an example of a women's clothing: ___,-11.26416015625,-3.7547200520833335
4699,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,kimono,Name an example of a women's clothing: ___,-10.56707763671875,-5.283538818359375
4700,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,leggings,Name an example of a women's clothing: ___,-8.9375,-8.9375
4701,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,lingerie,Name an example of a women's clothing: ___,-8.8125,-8.8125
4702,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,pantsuit,Name an example of a women's clothing: ___,-15.59375,-7.796875
4703,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,pantyhose,Name an example of a women's clothing: ___,-8.853103637695312,-2.9510345458984375
4704,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,skirt,Name an example of a women's clothing: ___,-5.71875,-5.71875
4705,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,stiletto,Name an example of a women's clothing: ___,-12.89605712890625,-4.298685709635417
4706,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,stockings,Name an example of a women's clothing: ___,-10.3125,-10.3125
4707,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,tiara,Name an example of a women's clothing: ___,-12.09765625,-6.048828125
4708,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,tube top,Name an example of a women's clothing: ___,-12.3671875,-6.18359375
4709,meta-llama/Llama-3.1-8B-Instruct,women's clothing,en,indefinite_prod,veil,Name an example of a women's clothing: ___,-10.25,-10.25
4710,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Ameise,Ein Beispiel für Tier ist ___.,-16.90625,-5.635416666666667
4711,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Biene,Ein Beispiel für Tier ist ___.,-14.78125,-7.390625
4712,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Schmetterling,Ein Beispiel für Tier ist ___.,-12.885330200195312,-3.221332550048828
4713,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Krähe,Ein Beispiel für Tier ist ___.,-13.640625,-4.546875
4714,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Ente,Ein Beispiel für Tier ist ___.,-14.875,-7.4375
4715,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Adler,Ein Beispiel für Tier ist ___.,-11.5625,-11.5625
4716,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Frosch,Ein Beispiel für Tier ist ___.,-13.96533203125,-4.655110677083333
4717,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Kolibri,Ein Beispiel für Tier ist ___.,-18.5,-9.25
4718,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Leguan,Ein Beispiel für Tier ist ___.,-19.6875,-9.84375
4719,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Eidechse,Ein Beispiel für Tier ist ___.,-15.0029296875,-3.750732421875
4720,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Eule,Ein Beispiel für Tier ist ___.,-15.375,-7.6875
4721,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Papagei,Ein Beispiel für Tier ist ___.,-12.310546875,-4.103515625
4722,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Möwe,Ein Beispiel für Tier ist ___.,-20.375,-10.1875
4723,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Schlange,Ein Beispiel für Tier ist ___.,-9.6328125,-4.81640625
4724,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Spinne,Ein Beispiel für Tier ist ___.,-13.900390625,-6.9501953125
4725,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Geier,Ein Beispiel für Tier ist ___.,-12.71875,-6.359375
4726,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Wespe,Ein Beispiel für Tier ist ___.,-15.09375,-7.546875
4727,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Wurm,Ein Beispiel für Tier ist ___.,-13.59375,-6.796875
4728,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Käfer,Ein Beispiel für Tier ist ___.,-12.375,-4.125
4729,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Libelle,Ein Beispiel für Tier ist ___.,-11.79296875,-5.896484375
4730,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Flamingo,Ein Beispiel für Tier ist ___.,-11.3046875,-3.7682291666666665
4731,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Falke,Ein Beispiel für Tier ist ___.,-13.546875,-6.7734375
4732,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Marienkäfer,Ein Beispiel für Tier ist ___.,-16.41796875,-4.1044921875
4733,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Pfau,Ein Beispiel für Tier ist ___.,-14.5625,-7.28125
4734,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Pelikan,Ein Beispiel für Tier ist ___.,-14.046875,-7.0234375
4735,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Pinguin,Ein Beispiel für Tier ist ___.,-12.6640625,-4.221354166666667
4736,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Fasan,Ein Beispiel für Tier ist ___.,-15.90625,-7.953125
4737,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Seepferdchen,Ein Beispiel für Tier ist ___.,-17.859130859375,-3.571826171875
4738,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Seestern,Ein Beispiel für Tier ist ___.,-18.0810546875,-6.027018229166667
4739,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Schwan,Ein Beispiel für Tier ist ___.,-12.71875,-6.359375
4740,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Tarantel,Ein Beispiel für Tier ist ___.,-16.328125,-5.442708333333333
4741,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Zecke,Ein Beispiel für Tier ist ___.,-14.78125,-7.390625
4742,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,generic,Fliegen,Ein Beispiel für Tier ist ___.,-11.974609375,-3.9915364583333335
4743,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Ameise,Nenne ein Beispiel für Tier: ___,-11.71875,-3.90625
4744,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Biene,Nenne ein Beispiel für Tier: ___,-11.337890625,-5.6689453125
4745,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Schmetterling,Nenne ein Beispiel für Tier: ___,-9.541309356689453,-2.3853273391723633
4746,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Krähe,Nenne ein Beispiel für Tier: ___,-12.173828125,-4.057942708333333
4747,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Ente,Nenne ein Beispiel für Tier: ___,-11.1953125,-5.59765625
4748,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Adler,Nenne ein Beispiel für Tier: ___,-10.1875,-10.1875
4749,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Frosch,Nenne ein Beispiel für Tier: ___,-9.78515625,-3.26171875
4750,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Kolibri,Nenne ein Beispiel für Tier: ___,-13.0,-6.5
4751,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Leguan,Nenne ein Beispiel für Tier: ___,-11.5703125,-5.78515625
4752,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Eidechse,Nenne ein Beispiel für Tier: ___,-9.53839111328125,-2.3845977783203125
4753,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Eule,Nenne ein Beispiel für Tier: ___,-9.0,-4.5
4754,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Papagei,Nenne ein Beispiel für Tier: ___,-10.29296875,-3.4309895833333335
4755,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Möwe,Nenne ein Beispiel für Tier: ___,-11.5625,-5.78125
4756,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Schlange,Nenne ein Beispiel für Tier: ___,-10.205078125,-5.1025390625
4757,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Spinne,Nenne ein Beispiel für Tier: ___,-12.40478515625,-6.202392578125
4758,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Geier,Nenne ein Beispiel für Tier: ___,-9.57421875,-4.787109375
4759,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Wespe,Nenne ein Beispiel für Tier: ___,-12.7578125,-6.37890625
4760,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Wurm,Nenne ein Beispiel für Tier: ___,-10.3125,-5.15625
4761,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Käfer,Nenne ein Beispiel für Tier: ___,-11.17578125,-3.7252604166666665
4762,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Libelle,Nenne ein Beispiel für Tier: ___,-12.142578125,-6.0712890625
4763,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Flamingo,Nenne ein Beispiel für Tier: ___,-8.376953125,-2.7923177083333335
4764,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Falke,Nenne ein Beispiel für Tier: ___,-9.568359375,-4.7841796875
4765,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Marienkäfer,Nenne ein Beispiel für Tier: ___,-13.5382080078125,-3.384552001953125
4766,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Pfau,Nenne ein Beispiel für Tier: ___,-11.0390625,-5.51953125
4767,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Pelikan,Nenne ein Beispiel für Tier: ___,-12.15625,-6.078125
4768,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Pinguin,Nenne ein Beispiel für Tier: ___,-9.7109375,-3.2369791666666665
4769,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Fasan,Nenne ein Beispiel für Tier: ___,-13.03125,-6.515625
4770,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Seepferdchen,Nenne ein Beispiel für Tier: ___,-13.93682861328125,-2.78736572265625
4771,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Seestern,Nenne ein Beispiel für Tier: ___,-13.566162109375,-4.522054036458333
4772,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Schwan,Nenne ein Beispiel für Tier: ___,-10.8125,-5.40625
4773,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Tarantel,Nenne ein Beispiel für Tier: ___,-12.61328125,-4.204427083333333
4774,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Zecke,Nenne ein Beispiel für Tier: ___,-12.5,-6.25
4775,meta-llama/Llama-3.1-8B-Instruct,Tier,ger,indefinite_prod,Fliegen,Nenne ein Beispiel für Tier: ___,-10.49609375,-3.4986979166666665
4776,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Bluse,Ein Beispiel für Kleidung ist ___.,-13.625,-6.8125
4777,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Umhang,Ein Beispiel für Kleidung ist ___.,-17.40625,-8.703125
4778,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Mantel,Ein Beispiel für Kleidung ist ___.,-10.8917236328125,-5.44586181640625
4779,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Kleid,Ein Beispiel für Kleidung ist ___.,-5.1177978515625,-2.55889892578125
4780,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Handschuh,Ein Beispiel für Kleidung ist ___.,-14.75,-4.916666666666667
4781,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Jacke,Ein Beispiel für Kleidung ist ___.,-10.81640625,-5.408203125
4782,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Regenjacke,Ein Beispiel für Kleidung ist ___.,-12.44140625,-3.1103515625
4783,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Schal,Ein Beispiel für Kleidung ist ___.,-14.53125,-7.265625
4784,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Hemd,Ein Beispiel für Kleidung ist ___.,-10.46875,-5.234375
4785,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Rock,Ein Beispiel für Kleidung ist ___.,-12.0,-12.0
4786,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Socke,Ein Beispiel für Kleidung ist ___.,-17.46875,-5.822916666666667
4787,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Pullover,Ein Beispiel für Kleidung ist ___.,-12.1591796875,-6.07958984375
4788,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Stirnband,Ein Beispiel für Kleidung ist ___.,-15.875,-5.291666666666667
4789,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,generic,Krawatte,Ein Beispiel für Kleidung ist ___.,-14.140625,-4.713541666666667
4790,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Bluse,Nenne ein Beispiel für Kleidung: ___,-8.65625,-4.328125
4791,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Umhang,Nenne ein Beispiel für Kleidung: ___,-11.796875,-5.8984375
4792,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Mantel,Nenne ein Beispiel für Kleidung: ___,-8.69573974609375,-4.347869873046875
4793,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Kleid,Nenne ein Beispiel für Kleidung: ___,-7.0439453125,-3.52197265625
4794,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Handschuh,Nenne ein Beispiel für Kleidung: ___,-12.69140625,-4.23046875
4795,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Jacke,Nenne ein Beispiel für Kleidung: ___,-9.6689453125,-4.83447265625
4796,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Regenjacke,Nenne ein Beispiel für Kleidung: ___,-10.5537109375,-2.638427734375
4797,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Schal,Nenne ein Beispiel für Kleidung: ___,-11.125,-5.5625
4798,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Hemd,Nenne ein Beispiel für Kleidung: ___,-9.59765625,-4.798828125
4799,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Rock,Nenne ein Beispiel für Kleidung: ___,-10.3125,-10.3125
4800,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Socke,Nenne ein Beispiel für Kleidung: ___,-11.5625,-3.8541666666666665
4801,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Pullover,Nenne ein Beispiel für Kleidung: ___,-9.189788818359375,-4.5948944091796875
4802,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Stirnband,Nenne ein Beispiel für Kleidung: ___,-12.3359375,-4.111979166666667
4803,meta-llama/Llama-3.1-8B-Instruct,Kleidung,ger,indefinite_prod,Krawatte,Nenne ein Beispiel für Kleidung: ___,-9.59765625,-3.19921875
4804,meta-llama/Llama-3.1-8B-Instruct,Baumaschinen,ger,generic,Kranich,Ein Beispiel für Baumaschinen ist ___.,-24.8125,-8.270833333333334
4805,meta-llama/Llama-3.1-8B-Instruct,Baumaschinen,ger,indefinite_prod,Kranich,Nenne ein Beispiel für Baumaschinen: ___,-20.75,-6.916666666666667
4806,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Huhn,Ein Beispiel für Essen ist ___.,-11.96875,-5.984375
4807,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Apfel,Ein Beispiel für Essen ist ___.,-9.97265625,-4.986328125
4808,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Avocado,Ein Beispiel für Essen ist ___.,-11.25,-5.625
4809,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Banane,Ein Beispiel für Essen ist ___.,-13.2578125,-6.62890625
4810,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Bohne,Ein Beispiel für Essen ist ___.,-14.703125,-7.3515625
4811,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Blaubeere,Ein Beispiel für Essen ist ___.,-15.484375,-3.87109375
4812,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Mohrrübe,Ein Beispiel für Essen ist ___.,-16.9453125,-4.236328125
4813,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Blumenkohl,Ein Beispiel für Essen ist ___.,-13.6953125,-3.423828125
4814,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Sellerie,Ein Beispiel für Essen ist ___.,-12.8544921875,-6.42724609375
4815,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Kirsche,Ein Beispiel für Essen ist ___.,-14.5859375,-4.861979166666667
4816,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Preiselbeere,Ein Beispiel für Essen ist ___.,-19.30126953125,-4.8253173828125
4817,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Gurke,Ein Beispiel für Essen ist ___.,-13.609375,-6.8046875
4818,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Feige,Ein Beispiel für Essen ist ___.,-17.15625,-8.578125
4819,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Ingwer,Ein Beispiel für Essen ist ___.,-9.44921875,-4.724609375
4820,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Gans,Ein Beispiel für Essen ist ___.,-15.78125,-7.890625
4821,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Weintraube,Ein Beispiel für Essen ist ___.,-16.3125,-5.4375
4822,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Zitrone,Ein Beispiel für Essen ist ___.,-12.539031982421875,-4.179677327473958
4823,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Mango,Ein Beispiel für Essen ist ___.,-11.125,-11.125
4824,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Melone,Ein Beispiel für Essen ist ___.,-15.84375,-7.921875
4825,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Olive,Ein Beispiel für Essen ist ___.,-13.0625,-13.0625
4826,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Zwiebel,Ein Beispiel für Essen ist ___.,-10.6904296875,-3.5634765625
4827,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Papaya,Ein Beispiel für Essen ist ___.,-15.0,-7.5
4828,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Erbse,Ein Beispiel für Essen ist ___.,-13.71875,-4.572916666666667
4829,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Pfirsich,Ein Beispiel für Essen ist ___.,-13.265625,-4.421875
4830,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Birne,Ein Beispiel für Essen ist ___.,-13.484375,-6.7421875
4831,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Ananas,Ein Beispiel für Essen ist ___.,-12.8125,-6.40625
